Name,Date of Birth,NIC,Mobile Numbers,Address Line 1,Address Line 2,City,Country
Customer 232,1966-03-10,1993699205000231,0782479982;0733642795;0741615412,"No 84, Main Street",Phase 2,Gampaha,Sri Lanka
Customer 233,1991-09-30,1977798484000232,0777107550,"No 256, Main Street",Phase 4,Colombo,Sri Lanka
Customer 234,1991-11-06,1967952908000233,0743480714;0790205272;0786198519,"No 24, Main Street",Phase 3,Nuwara Eliya,Sri Lanka
Customer 235,1996-02-21,1988316442000234,0773079430,"No 414, Main Street",Phase 1,Gampaha,Sri Lanka
Customer 236,2000-03-11,1987565973000235,0723829310;0710078461;0738042008,"No 64, Main Street",Phase 3,Kalutara,Sri Lanka
Customer 237,1969-03-22,1964915823000236,0723137784;0794441500;0755058362,"No 387, Main Street",Phase 4,Badulla,Sri Lanka
Customer 238,1999-04-09,1985138256000237,0747111296,"No 472, Main Street",Phase 2,Trincomalee,Sri Lanka
Customer 239,1953-05-17,1962306317000238,0759865035,"No 490, Main Street",Phase 3,Trincomalee,Sri Lanka
Customer 240,1950-01-14,1993233713000239,0775591639;0751435040,"No 400, Main Street",Phase 5,Trincomalee,Sri Lanka
Customer 241,1965-01-23,1981356908000240,0763796202,"No 77, Main Street",Phase 3,Nuwara Eliya,Sri Lanka
Customer 242,1965-10-18,1960336346000241,0736012632,"No 365, Main Street",Phase 3,Batticaloa,Sri Lanka
Customer 243,1979-02-10,1957858412000242,0778177971;0713057268;0774165114,"No 54, Main Street",Phase 2,Matara,Sri Lanka
Customer 244,1993-08-28,1955150778000243,0725509424;0722243464,"No 235, Main Street",Phase 3,Ratnapura,Sri Lanka
Customer 245,1955-12-14,1991613120000244,0720604899;0722306140,"No 255, Main Street",Phase 5,Badulla,Sri Lanka
Customer 246,1956-06-04,1985688582000245,0787566269,"No 478, Main Street",Phase 1,Batticaloa,Sri Lanka
Customer 247,1971-01-26,1987648144000246,0724352257;0719056659;0795567049,"No 91, Main Street",Phase 5,Galle,Sri Lanka
Customer 248,2002-07-14,1961241048000247,0715432815;0759385546,"No 214, Main Street",Phase 2,Anuradhapura,Sri Lanka
Customer 249,1953-02-11,1990112445000248,0750870556;0771311487;0748615627,"No 83, Main Street",Phase 3,Trincomalee,Sri Lanka
Customer 250,1950-04-15,1996553704000249,0780442774;0746425546,"No 294, Main Street",Phase 1,Trincomalee,Sri Lanka
Customer 251,1982-05-16,1980751257000250,0742656794,"No 391, Main Street",Phase 1,Kandy,Sri Lanka
Customer 252,2001-05-17,1981913195000251,0735547965,"No 380, Main Street",Phase 2,Matara,Sri Lanka
Customer 253,1953-04-18,1990423937000252,0783263567;0769382748;0757904317,"No 277, Main Street",Phase 4,Ratnapura,Sri Lanka
Customer 254,1958-06-02,1993874830000253,0794684907;0757436087,"No 454, Main Street",Phase 2,Trincomalee,Sri Lanka
Customer 255,1981-01-15,1952714678000254,0711296135;0751530311;0720567566,"No 318, Main Street",Phase 2,Anuradhapura,Sri Lanka
Customer 256,1970-12-27,1992691778000255,0729622081;0731158161,"No 6, Main Street",Phase 4,Nuwara Eliya,Sri Lanka
Customer 257,2004-11-27,1996528628000256,0779834077,"No 394, Main Street",Phase 3,Batticaloa,Sri Lanka
Customer 258,1959-11-20,1981463268000257,0715380886;0790509288,"No 182, Main Street",Phase 2,Jaffna,Sri Lanka
Customer 259,1993-11-24,1974882593000258,0744967330;0782495785,"No 349, Main Street",Phase 2,Badulla,Sri Lanka
Customer 260,1990-04-04,1979484917000259,0769184427;0740909552;0754056775,"No 231, Main Street",Phase 5,Ratnapura,Sri Lanka
Customer 261,1992-02-18,1963161167000260,0793993243,"No 13, Main Street",Phase 4,Kalutara,Sri Lanka
Customer 262,1987-01-31,1980808288000261,0753837348,"No 412, Main Street",Phase 2,Kurunegala,Sri Lanka
Customer 263,1975-01-16,1962443240000262,0746676438;0766534654,"No 297, Main Street",Phase 3,Jaffna,Sri Lanka
Customer 264,2001-05-20,1978690921000263,0744506172;0784487148;0790459602,"No 429, Main Street",Phase 3,Matara,Sri Lanka
Customer 265,1967-06-01,1964340722000264,0748051486,"No 53, Main Street",Phase 2,Badulla,Sri Lanka
Customer 266,1982-01-28,1951790041000265,0775596929;0761440428;0719854481,"No 120, Main Street",Phase 2,Trincomalee,Sri Lanka
Customer 267,1976-02-29,1952919509000266,0773991662,"No 289, Main Street",Phase 1,Kurunegala,Sri Lanka
Customer 268,1975-06-13,1991984511000267,0733638446;0720889016,"No 289, Main Street",Phase 2,Batticaloa,Sri Lanka
Customer 269,1976-04-30,1976407735000268,0717424037,"No 78, Main Street",Phase 3,Kalutara,Sri Lanka
Customer 270,1954-04-26,1960740394000269,0723714214;0758140732;0755417596,"No 63, Main Street",Phase 3,Matara,Sri Lanka
Customer 271,1995-04-21,1975670147000270,0719319831,"No 160, Main Street",Phase 1,Colombo,Sri Lanka
Customer 272,1973-11-13,1971712252000271,0793443524,"No 481, Main Street",Phase 4,Colombo,Sri Lanka
Customer 273,1983-04-14,1966983693000272,0730829856,"No 185, Main Street",Phase 4,Galle,Sri Lanka
Customer 274,1968-03-16,1999654000000273,0756872798;0718598241,"No 187, Main Street",Phase 1,Galle,Sri Lanka
Customer 275,1995-09-18,1992378684000274,0740469587;0761048269;0727491466,"No 20, Main Street",Phase 4,Gampaha,Sri Lanka
Customer 276,1958-05-20,1978398079000275,0756263232;0721189165;0734709679,"No 172, Main Street",Phase 4,Badulla,Sri Lanka
Customer 277,1971-01-28,1961669622000276,0759370751,"No 115, Main Street",Phase 2,Kurunegala,Sri Lanka
Customer 278,1969-08-31,1984745725000277,0720606625;0719857427;0717123772,"No 294, Main Street",Phase 5,Trincomalee,Sri Lanka
Customer 279,1960-09-02,1975820134000278,0752786366;0765262761,"No 106, Main Street",Phase 2,Anuradhapura,Sri Lanka
Customer 280,1967-07-18,1954317149000279,0718678733,"No 272, Main Street",Phase 1,Gampaha,Sri Lanka
Customer 281,1983-05-19,1997451068000280,0777627883;0788451320;0738473036,"No 204, Main Street",Phase 3,Jaffna,Sri Lanka
Customer 282,1982-06-29,1998992369000281,0788759917;0795713713,"No 162, Main Street",Phase 4,Kurunegala,Sri Lanka
Customer 283,1971-07-28,1951829312000282,0718926639;0710234943,"No 241, Main Street",Phase 1,Colombo,Sri Lanka
Customer 284,1967-03-23,1997766964000283,0710920768;0767595583,"No 333, Main Street",Phase 3,Batticaloa,Sri Lanka
Customer 285,1983-11-09,1987908442000284,0752652955,"No 451, Main Street",Phase 3,Kalutara,Sri Lanka
Customer 286,2003-06-19,1969804184000285,0753234603;0724964888;0776343364,"No 284, Main Street",Phase 3,Ratnapura,Sri Lanka
Customer 287,1973-09-30,1974227765000286,0745274149;0778165263,"No 375, Main Street",Phase 3,Negombo,Sri Lanka
Customer 288,1987-05-26,1968601060000287,0741697159,"No 63, Main Street",Phase 1,Kurunegala,Sri Lanka
Customer 289,1962-09-04,1997409439000288,0710627773,"No 5, Main Street",Phase 3,Nuwara Eliya,Sri Lanka
Customer 290,1970-05-28,1990661138000289,0729882398;0764097745,"No 221, Main Street",Phase 4,Matara,Sri Lanka
Customer 291,2002-01-24,1951547829000290,0770230161;0793259868,"No 317, Main Street",Phase 2,Matara,Sri Lanka
Customer 292,2000-06-05,1970813398000291,0720134543;0749007768,"No 205, Main Street",Phase 1,Nuwara Eliya,Sri Lanka
Customer 293,1959-06-19,1988920109000292,0787568484;0771715004,"No 121, Main Street",Phase 1,Ratnapura,Sri Lanka
Customer 294,1994-04-22,1956915132000293,0751200199,"No 391, Main Street",Phase 3,Anuradhapura,Sri Lanka
Customer 295,1957-04-27,1984814471000294,0723525863,"No 257, Main Street",Phase 5,Gampaha,Sri Lanka
Customer 296,1990-04-16,1991366219000295,0773827267;0712700873,"No 389, Main Street",Phase 4,Colombo,Sri Lanka
Customer 297,1957-07-20,1991144355000296,0712684868;0738810403;0775596626,"No 252, Main Street",Phase 1,Kurunegala,Sri Lanka
Customer 298,1993-04-12,1965879364000297,0792713848,"No 449, Main Street",Phase 2,Gampaha,Sri Lanka
Customer 299,1963-07-20,1973357741000298,0734699296;0795214236;0779404041,"No 219, Main Street",Phase 3,Batticaloa,Sri Lanka
Customer 300,1956-09-14,1950870095000299,0728641443,"No 438, Main Street",Phase 1,Nuwara Eliya,Sri Lanka
Customer 301,1969-06-05,1955889573000300,0797301193;0777967403,"No 190, Main Street",Phase 5,Batticaloa,Sri Lanka
Customer 302,1988-11-02,1960880583000301,0716786015;0773773711;0770149297,"No 264, Main Street",Phase 1,Kalutara,Sri Lanka
Customer 303,2001-09-22,1960895728000302,0756444327;0733165403;0772055914,"No 258, Main Street",Phase 4,Matara,Sri Lanka
Customer 304,1973-03-22,1969508652000303,0741112509;0793662875,"No 30, Main Street",Phase 5,Colombo,Sri Lanka
Customer 305,2003-09-20,1956855551000304,0768187233;0718825979;0747205702,"No 129, Main Street",Phase 1,Trincomalee,Sri Lanka
Customer 306,1959-01-08,1984221849000305,0787308746,"No 457, Main Street",Phase 1,Ratnapura,Sri Lanka
Customer 307,1979-08-02,1976983043000306,0724955714;0777441093;0761691044,"No 131, Main Street",Phase 3,Jaffna,Sri Lanka
Customer 308,2001-03-03,1956752577000307,0720562710,"No 341, Main Street",Phase 4,Nuwara Eliya,Sri Lanka
Customer 309,1977-08-06,1959128795000308,0794777442;0782627541;0784436255,"No 295, Main Street",Phase 3,Ratnapura,Sri Lanka
Customer 310,1995-08-21,1967923476000309,0777379480,"No 262, Main Street",Phase 3,Colombo,Sri Lanka
Customer 311,1959-08-04,1999537442000310,0763986888;0733391263;0771575747,"No 327, Main Street",Phase 2,Jaffna,Sri Lanka
Customer 312,1958-11-23,1983532924000311,0791866910,"No 109, Main Street",Phase 3,Badulla,Sri Lanka
Customer 313,1997-08-05,1968719596000312,0727979112;0777571453,"No 28, Main Street",Phase 5,Batticaloa,Sri Lanka
Customer 314,1962-07-17,1953743199000313,0746653955;0710780058;0780310464,"No 74, Main Street",Phase 4,Galle,Sri Lanka
Customer 315,1975-11-08,1989404209000314,0786660839;0730004335;0775350884,"No 322, Main Street",Phase 1,Nuwara Eliya,Sri Lanka
Customer 316,1952-09-05,1979291986000315,0774180096,"No 433, Main Street",Phase 5,Kandy,Sri Lanka
Customer 317,1984-12-16,1956435885000316,0789861930;0784104812,"No 499, Main Street",Phase 2,Trincomalee,Sri Lanka
Customer 318,1965-07-29,1990883835000317,0748090051;0769177018,"No 240, Main Street",Phase 2,Nuwara Eliya,Sri Lanka
Customer 319,1986-04-06,1967901172000318,0710300261,"No 257, Main Street",Phase 4,Ratnapura,Sri Lanka
Customer 320,1975-10-03,1971320974000319,0751189505;0761572673;0797485972,"No 103, Main Street",Phase 3,Negombo,Sri Lanka
Customer 321,1972-09-13,1972400763000320,0740965495,"No 279, Main Street",Phase 4,Matara,Sri Lanka
Customer 322,1978-06-01,1996604790000321,0745325377,"No 36, Main Street",Phase 4,Galle,Sri Lanka
Customer 323,1954-08-27,1960658503000322,0781070821,"No 343, Main Street",Phase 4,Kandy,Sri Lanka
Customer 324,1991-05-08,1985658941000323,0765540390;0722115931,"No 119, Main Street",Phase 3,Jaffna,Sri Lanka
Customer 325,1966-09-11,1994904248000324,0741291768,"No 287, Main Street",Phase 4,Jaffna,Sri Lanka
Customer 326,1984-07-16,1970465071000325,0752761200;0789190740,"No 447, Main Street",Phase 2,Ratnapura,Sri Lanka
Customer 327,1958-03-28,1964306009000326,0722681482;0724685903;0738487645,"No 28, Main Street",Phase 4,Ratnapura,Sri Lanka
Customer 328,1950-12-19,1958255706000327,0780369185,"No 432, Main Street",Phase 3,Negombo,Sri Lanka
Customer 329,1969-12-13,1970239298000328,0738648855;0754621394;0742404132,"No 472, Main Street",Phase 4,Negombo,Sri Lanka
Customer 330,1959-09-11,1966591845000329,0763712518;0770101474;0776096575,"No 434, Main Street",Phase 3,Colombo,Sri Lanka
Customer 331,1987-05-29,1986649430000330,0778212585,"No 275, Main Street",Phase 5,Kurunegala,Sri Lanka
Customer 332,2000-07-25,1985462011000331,0782578817,"No 11, Main Street",Phase 1,Matara,Sri Lanka
Customer 333,1950-05-04,1954726801000332,0729361694,"No 268, Main Street",Phase 5,Colombo,Sri Lanka
Customer 334,1954-05-04,1967885223000333,0797470600,"No 493, Main Street",Phase 5,Negombo,Sri Lanka
Customer 335,2005-01-16,1966326098000334,0790331590,"No 271, Main Street",Phase 4,Badulla,Sri Lanka
Customer 336,1992-03-28,1981926479000335,0734949348;0733960448;0795356343,"No 383, Main Street",Phase 1,Jaffna,Sri Lanka
Customer 337,1984-10-16,1957614947000336,0722642616,"No 347, Main Street",Phase 4,Galle,Sri Lanka
Customer 338,1993-10-25,1978138468000337,0757093243;0790870711,"No 158, Main Street",Phase 1,Galle,Sri Lanka
Customer 339,1986-12-02,1968775959000338,0730367180,"No 361, Main Street",Phase 1,Kurunegala,Sri Lanka
Customer 340,2000-09-21,1959915635000339,0763613481;0792485933,"No 398, Main Street",Phase 2,Badulla,Sri Lanka
Customer 341,1958-05-03,1975711044000340,0773742085;0748184164,"No 128, Main Street",Phase 3,Kurunegala,Sri Lanka
Customer 342,1986-03-14,1958367005000341,0797759685;0779888285,"No 298, Main Street",Phase 2,Kandy,Sri Lanka
Customer 343,2005-03-29,1971247116000342,0715170963;0751889901;0791502039,"No 160, Main Street",Phase 2,Batticaloa,Sri Lanka
Customer 344,1970-08-20,1960677930000343,0765711989,"No 121, Main Street",Phase 5,Anuradhapura,Sri Lanka
Customer 345,1985-11-21,1963666323000344,0782552025;0759639951;0750087227,"No 295, Main Street",Phase 1,Nuwara Eliya,Sri Lanka
Customer 346,1972-02-11,1956588611000345,0767852205;0752644816,"No 117, Main Street",Phase 5,Colombo,Sri Lanka
Customer 347,1962-07-17,1989667965000346,0736936542;0712855827,"No 495, Main Street",Phase 5,Badulla,Sri Lanka
Customer 348,2003-01-13,1975418022000347,0731964206;0796462694,"No 326, Main Street",Phase 1,Kurunegala,Sri Lanka
Customer 349,1956-05-08,1979407714000348,0797802427,"No 324, Main Street",Phase 5,Negombo,Sri Lanka
Customer 350,1997-07-01,1956807451000349,0778461324,"No 470, Main Street",Phase 3,Matara,Sri Lanka
Customer 351,1976-04-15,1976648851000350,0767020201;0779418958,"No 447, Main Street",Phase 1,Kalutara,Sri Lanka
Customer 352,1993-07-22,1976639461000351,0782791223,"No 87, Main Street",Phase 4,Negombo,Sri Lanka
Customer 353,1987-04-10,1978218535000352,0786840102,"No 452, Main Street",Phase 5,Negombo,Sri Lanka
Customer 354,1961-08-18,1974480595000353,0770101381;0771414403,"No 350, Main Street",Phase 3,Gampaha,Sri Lanka
Customer 355,1955-05-20,1968279499000354,0748016819,"No 76, Main Street",Phase 2,Nuwara Eliya,Sri Lanka
Customer 356,1970-07-18,1994523891000355,0783078594,"No 94, Main Street",Phase 5,Galle,Sri Lanka
Customer 357,1992-02-13,1998122428000356,0742511818;0740543022,"No 156, Main Street",Phase 1,Galle,Sri Lanka
Customer 358,1968-04-10,1956392496000357,0748273458;0774269046;0763421321,"No 16, Main Street",Phase 2,Kalutara,Sri Lanka
Customer 359,1999-02-16,1970637855000358,0784794345;0795715989,"No 272, Main Street",Phase 1,Kalutara,Sri Lanka
Customer 360,1977-04-24,1960126811000359,0785703132;0736538105;0786419967,"No 458, Main Street",Phase 4,Anuradhapura,Sri Lanka
Customer 361,1971-08-12,1999308682000360,0765142252;0745388823;0763945597,"No 175, Main Street",Phase 2,Badulla,Sri Lanka
Customer 362,1970-03-19,1990851017000361,0717297092;0734038552;0746028488,"No 66, Main Street",Phase 1,Jaffna,Sri Lanka
Customer 363,1985-03-04,1968716315000362,0753767393;0778113515,"No 387, Main Street",Phase 2,Colombo,Sri Lanka
Customer 364,1962-07-22,1975660092000363,0721526165;0770340381,"No 133, Main Street",Phase 1,Gampaha,Sri Lanka
Customer 365,1982-10-08,1988583183000364,0721048172,"No 205, Main Street",Phase 5,Nuwara Eliya,Sri Lanka
Customer 366,2001-09-10,1996411487000365,0777736629,"No 140, Main Street",Phase 4,Ratnapura,Sri Lanka
Customer 367,1953-03-13,1980318206000366,0771297253;0727841647;0712495136,"No 31, Main Street",Phase 3,Kandy,Sri Lanka
Customer 368,1987-07-26,1953390037000367,0778441161;0717142505,"No 290, Main Street",Phase 4,Galle,Sri Lanka
Customer 369,1990-08-08,1988886786000368,0716124605,"No 6, Main Street",Phase 3,Kurunegala,Sri Lanka
Customer 370,1973-08-23,1999202651000369,0773318937;0759926032,"No 263, Main Street",Phase 3,Badulla,Sri Lanka
Customer 371,1972-03-28,1981881391000370,0790920325,"No 362, Main Street",Phase 5,Anuradhapura,Sri Lanka
Customer 372,1973-09-23,1974727644000371,0711124372;0777946886;0722564692,"No 166, Main Street",Phase 2,Trincomalee,Sri Lanka
Customer 373,1997-08-11,1963529103000372,0769311935,"No 488, Main Street",Phase 1,Negombo,Sri Lanka
Customer 374,1991-06-06,1980276996000373,0758053286;0792963381;0736799953,"No 490, Main Street",Phase 3,Badulla,Sri Lanka
Customer 375,1958-08-07,1999228622000374,0795312945;0713734039;0777129715,"No 291, Main Street",Phase 1,Nuwara Eliya,Sri Lanka
Customer 376,2003-12-31,1980414651000375,0712005037;0726673566;0724120992,"No 380, Main Street",Phase 4,Anuradhapura,Sri Lanka
Customer 377,1982-12-07,1964918420000376,0745020377;0776776000;0742703085,"No 280, Main Street",Phase 3,Kalutara,Sri Lanka
Customer 378,1975-10-20,1959632292000377,0772969890;0746773242;0728856174,"No 262, Main Street",Phase 3,Colombo,Sri Lanka
Customer 379,1967-04-07,1985912104000378,0763611796;0783621730;0770329059,"No 169, Main Street",Phase 1,Matara,Sri Lanka
Customer 380,1992-12-02,1966162183000379,0751668654;0761524527;0792669160,"No 342, Main Street",Phase 4,Kalutara,Sri Lanka
Customer 381,1984-10-14,1988356655000380,0744590044,"No 434, Main Street",Phase 4,Negombo,Sri Lanka
Customer 382,2002-04-09,1956854724000381,0738740043;0716264729,"No 152, Main Street",Phase 3,Negombo,Sri Lanka
Customer 383,1994-10-05,1964526757000382,0766904625;0719963431,"No 458, Main Street",Phase 2,Kandy,Sri Lanka
Customer 384,2004-03-15,1997653455000383,0764971738,"No 322, Main Street",Phase 4,Trincomalee,Sri Lanka
Customer 385,1958-12-16,1994360124000384,0718338704;0723551895;0751200863,"No 163, Main Street",Phase 5,Anuradhapura,Sri Lanka
Customer 386,1982-07-31,1999347763000385,0759169330,"No 121, Main Street",Phase 4,Matara,Sri Lanka
Customer 387,2004-04-27,1964329935000386,0720672446,"No 336, Main Street",Phase 2,Ratnapura,Sri Lanka
Customer 388,1959-02-25,1988179770000387,0710243647,"No 59, Main Street",Phase 5,Badulla,Sri Lanka
Customer 389,1980-05-31,1963343030000388,0759663157;0781876810;0747885450,"No 274, Main Street",Phase 5,Kandy,Sri Lanka
Customer 390,1987-02-04,1958510523000389,0788572157,"No 213, Main Street",Phase 4,Badulla,Sri Lanka
Customer 391,1968-09-02,1974872675000390,0722056006;0731467965,"No 177, Main Street",Phase 4,Matara,Sri Lanka
Customer 392,1986-04-04,1972353970000391,0742282124;0767834582;0775850729,"No 407, Main Street",Phase 3,Kurunegala,Sri Lanka
Customer 393,1978-02-17,1963645575000392,0790576979;0713899184,"No 77, Main Street",Phase 2,Galle,Sri Lanka
Customer 394,1974-01-18,1960284694000393,0758657301;0712659660,"No 335, Main Street",Phase 4,Jaffna,Sri Lanka
Customer 395,1993-05-11,1994517910000394,0791427116;0710015411,"No 21, Main Street",Phase 4,Jaffna,Sri Lanka
Customer 396,1975-12-25,1952839088000395,0770492826,"No 453, Main Street",Phase 2,Negombo,Sri Lanka
Customer 397,1954-05-15,1990762249000396,0732175390;0722225639;0732114284,"No 129, Main Street",Phase 2,Badulla,Sri Lanka
Customer 398,1990-12-05,1979889843000397,0713169046;0718836633,"No 6, Main Street",Phase 2,Batticaloa,Sri Lanka
Customer 399,1998-05-14,1958551409000398,0769293411,"No 358, Main Street",Phase 4,Kalutara,Sri Lanka
Customer 400,1974-05-22,1987596880000399,0718333214,"No 247, Main Street",Phase 4,Negombo,Sri Lanka
Customer 401,1951-01-30,1960391640000400,0778740910,"No 265, Main Street",Phase 4,Badulla,Sri Lanka
Customer 402,1958-08-22,1993651672000401,0764432579,"No 305, Main Street",Phase 2,Batticaloa,Sri Lanka
Customer 403,1960-05-25,1994723370000402,0745493112,"No 204, Main Street",Phase 5,Kandy,Sri Lanka
Customer 404,2000-11-17,1964728379000403,0727245273,"No 202, Main Street",Phase 1,Anuradhapura,Sri Lanka
Customer 405,2005-07-17,1988140620000404,0772426100;0798829789,"No 322, Main Street",Phase 1,Negombo,Sri Lanka
